Loodgietersgang;7;I;8144  GI;Lange Weide                    ;I.W.C.;;Laan;asseanguyaj;ERZCjkv3;42703013
Ooltgensplaathof;11;;1595  MZ;Hoornsterzwaag                 ;J.P.;;Meijer;yumizlecw;XI9Q9hHB;848716528
Kralingse Kerklaan;40;;1877  CJ;Albergen                       ;M.;;Kuipers;albrighifq;xOq53oqK;800659156
Rusthofstraat;140;;2469  SJ;Altena                         ;A.;;Groen;llewmz;GUk7YPxD;688846312
Mahustraat;41;a;2569  FC;Everlo                         ;L.;;Ven;cynninrm;Hxf2RL4P;451363577
Harmoniestraat;81;;3535  VK;Heistraat                      ;S.B.;de;Koning;irrawlibeps;tcFCumd2;159153311
Meldepad;44;;1726  RU;Klein Amsterdam                ;E.D.E.;;Lange;kinelsax;bE6d3wYJ;767047825
Ringersplaats;9;b;5670  UL;Lageweide                      ;B.C.K.;;Vos;oktetoql;rjPp9n4Q;568225181
Jan Joriszsteeg;134;;9080  CU;Vrijhoeven                     ;F.;de;Veen;tumiettogx;UiRM4VBx;508103162
Kralinger Verlaat;26;;2106  FK;Zuidzijde                      ;N.;;Kuiper;pecenlysecect;8haBDoDO;900426378
Van Zurckweg ;21;;5202  NF;Noordscheschut                 ;P.;;Willems;kwempuphusa;4I37f2PG;8934083
Usticahof;20;II;7872  NE;Wijnandsrade                   ;Z.;van;Brouwer;ernistaql;kF7t30jX;687544853
Werfdijk;101;;1087  AL;Ekenrooi                       ;P.V.;de;Peeters;frenteequitlepv;saJw7l5d;973391686
Heggedoorn;29;;7848  LE;Nieuw-Heeten                   ;I.;van;Boer;igalimamq;CePgDs6G;283415320
Korte Brugstraat;60;;7015  DC;Nieuwe Bildtdijk               ;F.N.;;Dam;ferjumpx;b8Mq0C8t;726440553
Vignolastraat;31;II;2346  UC;Aarlanderveen                  ;R.;;Mulder;patalohabh;hdWknghQ;98743302
Karel Doormanstraat;143;II;4762  RB;Leudal                         ;A.;van de;Veen;abzehrungqp;q2mxmrKZ;246829473
Persoonsstraat;35;;7056  JB;Noordbarge                     ;C.;van de;Evers;eugeniuszpm;Gzgj3l1d;203980761
Essenstraat;92;;3872  NC;Lattrop                        ;K.D.;van de;Jonker;plafelisafsdw;tMDCoK6G;344824664
Kansasweg;85;;8144  GI;Lange Weide                    ;I.G.R.;de;Veen;khethaniht;Y31lihbJ;202316130
Pieter Woutersestraat;99;;7270  HJ;Usquert                        ;M.C.;;Evers;svetlimoun;iygF12FH;735692385
W. G. Witteveenplein;107;;2760  MK;Hardenberg                     ;P.;de;Velden;ajr7205mb;BV1Dg2QJ;665762768
Professor Bolkstraat;124;a;7738  JS;Piepert                        ;F.T.T.;;Maas;ibonillara;OumdfsTe;954296333
Lange Lijnstraat ;96;;7056  JB;Noordbarge                     ;E.;;Kuipers;darlakayz;uTANbMwu;586873739
Kuipersplaats;115;II;6169  WB;Elzenpas                       ;E.F.;;Kuipers;balltzepx;lNalOP3q;892186951
Zonnebloemstraat;99;;2017  KK;Hoogbroek                      ;P.K.;;Wolters;aunorarisxb;K4426ULT;430062825
Laan van Nicolaes Puyck;53;;2145  DH;Hornhuizen                     ;P.R.;;Dekker;miloqumeie;p87FzZT5;793247548
Bommelerwaard;73;;2120  VA;Hapert                         ;U.;van de;Boer;varijuireesepfc;TuR6gozB;479205036
Enk;40;bis;1595  MZ;Hoornsterzwaag                 ;F.;;Schouten;devorasfx;bJX1z1qj;183114292
Hooge Ypenmaaslaan;62;II;9125  BW;Belgeren                       ;P.V.;van;Koster;srathaireks;5ul0o73O;593209461
De Lugt ;30;;5163  CS;Numansdorp                     ;S.;;Bos;piscean84mi;d0tN9nR3;162322963
Ruwaardstraat;126;;6655  JO;Betterwird                     ;K.H.J.;;Meer;weleamvamqm;RJ988IJj;426108723
Sint Obertussteeg;118;;4678  WS;Kortenhoef                     ;Z.Z.;;Groot;nocontestaby;rGk2HLkL;102015314
Heenvlietstraat;81;II;5690  BJ;Schapenmeent                   ;E.S.;van;Berg;djsuckitet;fGUEMXs1;606175738
Tandwielstraat;56;I;7257  KO;Harmelerwaard                  ;D.D.R.;;Kuipers;orangefrog1eq;7WNfjFia;183183101
Oppert;91;a;2321  UB;Obergum                        ;V.;;Vermeulen;chronoseedec;oqiw93QA;910301840
De Dijk;43;;4570  NH;Lent                           ;L.;van;Bos;tampiqx;JaBqVWcb;657778941
Tibullushof;85;;4479  HB;Wijnjeterpverlaat              ;I.;van der;Wal;hamamukfr;C8Po5hoa;440100203
Marijkeplein;106;a;6548  JM;Heer-Arendskerke, 's-          ;O.;de;Jacobs;alfariniuk;dcqxRIIg;130448965
Benedenstraat;89;;9471  NU;Biesstraat                     ;B.;;Koning;hattarty;02Nh4DRN;954504197
Nederwaardpad;143;a;6577  FN;Korvel                         ;W.W.;;Leeuw;mogletualetopsp;OteKpqV3;981286045
Ebalstraat;112;a;7630  EE;Philisteinsche Polder          ;G.M.;;Scholten;jharing221jt;xKqB3PMg;698062693
Persoonsstraat;65;bis;2533  IV;Deuteren                       ;Z.;;Visser;diskutanted;3dOUVwa5;581666033
Commer Thijssensteeg;139;;7213  LH;Oosterzee                      ;B.;;Sanders;ultrablogon;xXmBBepp;946467250
Burgemeester Just de la Paisieresstraat;79;;1189  DJ;Wetsinge                       ;U.M.O.;;Ruiter;pagrodh;HD07469B;897134199
Koninginnenhoofd;52;b;8151  OU;Rolaf                          ;A.P.N.;de;Scholten;thebronxzfc;QzdTp10r;421447461
Tentenveer;22;II;2807  AW;Noetsele                       ;R.;van de;Koning;sparmannjq;dYl0uwe3;842522682
Witte en Zwarte Hondsteeg;11;bis;7184  ID;Sijbekarspel                   ;U.;van;Jong;tibrulks;uAE6O4vw;90995594
Bospolder;142;bis;8519  IN;Hoek, De                       ;O.R.;van;Vos;brosicdy;GEDKJMlA;103615052
Celesta;127;;6233  CR;Nieuwenhuishoek                ;L.N.;van der;Janssen;ravnogamu;lytLzDdM;593917686
Dakarstraat;126;bis;1883  VG;Hooghalen                      ;J.M.;;Jong;formaticraqm;BzV76a9z;564947325
Oostpolderschedijk;115;b;8304  TH;Homoet                         ;K.K.L.;;Vos;teigpc;LMFAQa7x;996843863
Jan Joriszsteeg;24;;5104  NM;Baarderadeel                   ;V.F.;de;Veen;zadkly;PJhzvD0R;267866859
Singravenplein;71;II;3660  WU;Wammert                        ;B.;;Vos;garagozzowy;cCCLfPxQ;538670630
Kikkerhilschedijk.;107;;4017  NR;Rijswijk                       ;C.P.;;Veen;a6p7v3ez;otWuD65p;472305700
Joris Minneepad;11;bis;2145  DH;Hornhuizen                     ;R.;;Veen;haussaxz;SJZIT6gJ;307963044
Janne Bouwensstraat;143;;5984  BJ;Loo                            ;P.E.;de;Laan;ketelbouwgi;Oxikarbn;701086075
Bolnessekade;99;;6683  IA;Woerdense Verlaat              ;C.;;Prins;rastoletzrk;4O9jDFa3;109645893
Drie Haringsteeg;80;;6129  LB;Vaals                          ;J.;van der;Leeuw;fitolitja;07wNcBc6;930435977
Griendweistraat;107;I;6041  WA;Westerleesche Veen             ;D.;van de;Kok;polnitiex;kbNeh5X6;692269289
Velgersdijkstraat;64;II;3908  RS;Tiengemeten                    ;A.;;Molenaar;lovejoyfi;BfqMGB0K;224759930
Raampad.;133;;3241  DD;Breesaap                       ;O.;;Jonker;boterzuurxs;ph44Xd68;948745708
Clara Egginkstraat;82;;1877  CJ;Albergen                       ;M.;;Bos;blankmonkeyed;kCUxe8Cy;586546340
Geuzenstraat;55;;6212  JN;Kwartier                       ;D.;;Kok;conmanxr;iqNzuLF6;373768266
Pleretstraat;15;I;3374  FS;Martenshoek                    ;U.;;Visser;hienitymnjp;16SHH3s7;817803403
Buitenzorgbrug;44;;9595  BL;Deil                           ;A.T.;;Janssen;rmoutitvm;jvahJgo5;251473934
Hoekveld;34;I;1726  RU;Klein Amsterdam                ;O.B.;;Smits;kristinifn;TjB8qdGJ;201218100
Van Warwyckstraat ;97;;6490  CG;Overlangbroek                  ;N.;;Hendriks;adjurarsvv;Dtj9fYdf;825617558
Oranjesteeg;102;b;7763  MO;Borne                          ;B.D.;van;Linden;arfurinnlv;57XL9qSs;929176480
Van Zurckweg ;29;;5981  VS;Botshol                        ;E.;van de;Bosch;ysik92ub;V3KFi0Jb;400153671
Spittelerplaats;125;;6372  LJ;Rumpt                          ;I.J.S.;;Vries;aletistm;skiTyYCb;964331214
Tavenraatweg;45;;4574  RG;Raar                           ;R.N.;de;Brouwer;resrie80mv;sVjHUxXY;667927293
Peperslopje;1;;3624  HP;Zuideinde                      ;F.P.;;Vink;wasgnodauxf;EVKMlCfh;187792744
Varkenoordsebocht;8;;9790  JI;Rijksdorp                      ;F.;;Molenaar;guinnaar;FZWX9G0B;702856198
Eenhoornstraat;36;;8297  GU;Boompjes                       ;M.;;Vink;contactiqn;1ruyq7KT;807743707
Gebbepad;27;bis;5277  VL;Bovenkerk                      ;E.S.;;Kok;beweisezf;35BXCyWg;931928692
Dubbelstraat;94;II;4890  KN;Lamswaarde                     ;P.;;Scholten;catubulartiezf;uG4Pji8Y;170525314
Nieuw Amsterdampad;128;bis;2104  BU;Schenkel                       ;A.;;Dongen;joanfryqj;i5WqK62L;569528264
Gerrit Jan Mulderstraat;115;I;2829  OL;Menzel                         ;S.H.E.;;Smeets;kapelicomfu;xwkYD5RF;655671080
Overschiese Kerksingel;144;;4217  PD;Staphorst                      ;W.;;Driessen;encorbenrw;0sDL2z3v;444199883
Stoombootveer;33;;4910  DB;Groede                         ;R.;;Wal;bredlorg;g6lzosyG;546591036
Cornelis de Vriendtstraat;17;II;2569  FC;Everlo                         ;Z.F.;van;Jong;morocco333cu;wu8gA028;206336664
Smokerstraat;6;;9558  PP;Oosterhoogebrug                ;T.;van de;Groot;dtechmkthu;Fl7iqXYA;560340734
Gordelplein;130;;8919  AB;Aijen                          ;N.O.Z.;;Brink;cypeantexnetert;qBlsboXr;986321990
Woutertje Pietersepad;117;;1901  EV;Hattem                         ;E.V.;;Hoekstra;forpicix;tj2SLzzi;602713614
Ovidiusstraat;33;bis;3235  BU;Grebbe                         ;T.;van;Heijden;gellinekbo;5GyFPAMv;758639442
Giessenbaan;146;;1069  RV;Langelo                        ;Z.U.;van;Kok;phuthilepb;WTOnQMXh;493557106
Maeckuweijsteeg;21;;6599  NJ;Broekhoven                     ;V.;;Ven;undumisoed;ojJzHH2b;178688290
Westscheepmakersstraat;57;;5921  ER;Hurkske                        ;V.;;Wit;trocejatzxj;135MCD5H;694610240
Koopvaardijhof;4;II;7440  ZI;Middenmeer                     ;C.V.;;Kuiper;e2s1bkb;jDm0e0Ea;495332653
Kootse Kade;44;;9658  CM;Haaren                         ;C.;van;Veenstra;sweety50xt;vf21qgSW;741844643
Park Honingen ;51;b;9486  VU;Renesse                        ;K.M.C.;van der;Vliet;taalklaslk;YIA2CoKV;724321780
Eemdijkweg;35;;3808  BP;Bolst                          ;A.;van;Brouwer;logoriilr;fWzMNJAo;70841287
Tormentil;99;;3630  UO;Simpelveld                     ;V.F.;;Heijden;hyswiriuc;ZWAw4aGy;116676838
Albert Camusplaats;57;;6548  JM;Heer-Arendskerke, 's-          ;W.;;Horst;upptikinvj;qHyRXrOV;334750477
Jacob Ruysdaellaan;22;I;4278  DL;Kronenberg                     ;E.;van;Jansen;mautoquembz;0oXLNHG4;740254406
Hooimarkt;87;;4751  SR;Franeker                       ;D.;de;Timmermans;buahsarng;DgPr1qQZ;815422222
Overschotscheweg;44;;5587  JR;Tjabbesoord                    ;M.;de;Linden;przymurekuq;mqvpBbY3;298123204
Maeckuweijsteeg;75;;5576  CP;Goirke, Het                    ;O.D.;;Graaf;jarilvm;TxTQYIM8;923523352
Sambreweg;35;;9512  CK;Breukelen                      ;V.;van;Meer;z1hbm;7JSUrzX6;861014431
Apollostraat;134;bis;4004  NE;Jubbega                        ;P.R.;;Post;slapactpreapeqs;QMwQcmPz;129685872
Gaasterlandstraat;30;;9205  EI;Buitenstoof                    ;N.;de;Smeets;hanarnirag;NlZpxYrq;737776213
Oostzeedijk;102;;2809  SF;Agobuurt                       ;D.K.V.;;Linden;trznitiqj;wkgv34C0;696803343
Blommersdijksche Straatweg;104;;8498  KH;Achthuizen                     ;T.D.;;Jansen;cilepeansarielp;Nv4e62jV;244936444
Lampreistraat;26;;8675  LL;Ubbergen                       ;O.D.U.;van;Velde;getoetstvg;NQM1dCA1;418803985
Olivier van Noortstraat;109;II;5768  DH;Sopsum                         ;G.H.;;Doorn;bellunalf;XApuzRU6;925761680
Tegelplaats;35;;1978  PF;Diessen                        ;B.V.;van;Koster;terskegajo;bbAeedo2;12119842
Elburgstraat;65;;4184  JG;Platteweg                      ;F.;van der;Bosch;sharkannacr;JsgOtzKh;187354418
Diaconessenbrug;67;bis;7920  FU;Liempde                        ;W.M.;de;Schipper;zeniuspz;qxhD0SE8;492654505
Aleidisstraat;104;;4067  IH;Korteraar                      ;T.U.;;Horst;baumflorakx;t5B3Vw88;278546171
Leuvesluis;85;b;3277  OI;Bantega                        ;N.;van;Velde;jbean32yk;HHlWVKYE;130647895
De Doorbraak;36;b;6244  EE;Appeltern                      ;N.;;Smeets;m9a9t9e9o9nm;cesFOdWe;34595685
Bedrijventerrein Kleinpolder ;104;;7090  KP;Doldersum                      ;T.;;Postma;vesicyi;KeRU8w2A;256852674
Noorderhavenkade;17;b;2781  PZ;Boven-Leeuwen                  ;M.O.;van;Leeuwen;alexradsqw;ACCv0KCR;384258736
Bolnesservliet;134;;8399  NR;Wolsum                         ;H.;van;Prins;higateeg;sYOnIM2V;661540352
Hang;5;;2569  FC;Everlo                         ;G.;van der;Koning;leswikuluyk;1uBPIy4s;183939050
Piet Cottaarstraat;126;b;6954  NH;Fiemel                         ;K.H.;van de;Visser;kohezivenxf;NVnUrov2;269603773
Sint- Janshaven;46;;6351  NK;Willens                        ;M.A.D.;van;Vos;enklavamiyz;28xaS03k;584985368
Tak van  Poortvlietstraat;44;;5931  ZI;Proosdijveld                   ;C.I.;;Wal;dvinamisbs;9QHRCJMD;44835346
Kortebrantstraat;60;II;3243  RU;Treek, Den                     ;L.B.;van de;Leeuwen;elblogderoymfq;ensWWwpJ;925944798
Jacob Marisplein;82;bis;4075  JR;Kerkbuurt                      ;C.N.;;Sanders;pinnebergpb;rMDSb0Uc;834890100
Nieuwe Kerkstraat ;81;b;9512  CK;Breukelen                      ;E.O.;;Verhoeven;krunsgs;grn0BptJ;869517284
Abelenlaan;132;II;3685  NR;Gemert-Bakel                   ;D.O.;;Loon;vakgebiedlt;fbASVnv0;550977661
Gordelplein;63;;6724  BZ;Randwijk                       ;A.P.;;Brink;diagonallt;LY7HuwqV;68452044
Zevensterrenpad;25;b;2799  JO;Roer                           ;C.;de;Dekker;knitandbdf;i5OtdJGu;226280913
Langebakkersoord;97;;4815  HN;Zuidhoek                       ;M.F.;van;Velde;racinumtq;b4DMs8wI;371403285
Sint Jacob Gerstensteeg;117;I;2760  MK;Hardenberg                     ;V.;de;Meijer;jho3dr;j8Aeu7og;124996942
Albert Rousselsingel;13;I;1748  FK;Haelensche Broek               ;S.N.E.;;Post;sherryjaneqy;6uYz1pvj;83827249
Van Oestendestraat;70;;4944  NU;Loo                            ;T.;;Molenaar;pricesianyfo;tkNH4tcf;244090348
Uniesingel;112;II;2146  DS;Mussel                         ;G.I.;;Leeuwen;churretasuw;wQ2ZYyHh;854130342
Berkenhof;149;;2283  ZM;Dinxperlo                      ;N.;;Jacobs;pallasytre;FivapUru;537010877
Jacob Marisplein;75;;7184  ID;Sijbekarspel                   ;Z.;;Timmermans;aroreroxtoorimq;pp5qOAJi;551872809
Slingeplein;27;;7920  FU;Liempde                        ;Z.;;Jacobs;dimijamarl;Ux1Y1cdx;303404899
Landzichtstraat;63;a;3197  HB;Ekamp (ged.)                   ;W.;;Bruijn;gowaxomiaxx;4fx2Nfjt;637810387
Pompenburg;50;;1302  ER;Deijl, Den                     ;J.U.T.;;Maas;laungetinwi;xPDXJ6r9;426356949
Serumpark;34;;7138  VU;Bruindijk                      ;E.;;Heuvel;valentinacreayf;uvyi6iA1;79034913
Wijdeblik;121;bis;9790  JI;Rijksdorp                      ;D.F.;van der;Heuvel;combiomedqu;PAYQNcoQ;32036504
Gerrit van Heerstalstraat;60;II;8155  PT;Nieuwdorp (Bontebrug)          ;L.;van;Bosman;flacadayj;rVSeabII;292160574
Zusterstraat;69;;5277  VL;Bovenkerk                      ;A.;;Hofman;baratoicv;1mFKr8SV;468209645
Oudeweg;61;;7056  JB;Noordbarge                     ;R.;;Blom;redwolf1986gm;DrdJJOJy;655424817
Veenwetering;51;b;3535  VK;Heistraat                      ;G.;;Veen;oduzetiyf;pIpcUN4l;30271435
Kulkweg;9;bis;4532  ET;Gytsjerk                       ;A.D.;van;Kuipers;budenbachrm;IVAT8iC9;638710546
Tarakanpad;65;;3106  KO;Veendijk                       ;I.;;Dekker;fentatzby;EiS6qL24;456915850
Gerrit Jan Mulderstraat;79;;3969  FM;Jistrum                        ;E.;van;Kok;plumenomadebj;ceMV4wus;892796388
Oranje Nassaustraat;20;;5112  JD;Grobbendonck                   ;E.;van;Broek;misssatinewm;eTE0GIvp;885113317
Harinckvlytbrugge;46;b;4436  PU;Groote Keeten                  ;L.;de;Koning;railey10jg;E6jLoVU4;462188541
Hendrik van Winkelhofstraat;124;;3235  BU;Grebbe                         ;G.;;Broek;hemgoasthoottcg;eM0EyaIK;202941346
Schapegras;51;I;8690  GC;Aalden                         ;F.;;Prins;kastautaskr;pvGs2aVg;713843664
Voorweg;78;a;9342  VP;Laude                          ;L.M.;;Willemsen;fargivg;5AqLiVaW;570089189
Kruisherenstraat;85;;2781  PZ;Boven-Leeuwen                  ;B.;;Dekker;kotenkoug;2uIqqCtE;771603915
Valkstraat;53;;4018  VV;Bent                           ;Z.V.E.;;Molenaar;centleabenw;pDjYN2Id;450159012
De Klei;41;bis;7440  ZI;Middenmeer                     ;U.;;Bos;nokhodennysokee;woGyzBOD;198356122
Alard Duhameelstraat;67;;1877  CJ;Albergen                       ;C.F.;;Beek;nazrulst;bfouazqb;864995970
Naardermeer;128;I;6610  UF;Rijnwoude                      ;V.;van;Bakker;entapoarmx;40BtM69c;182878934
Versijdenstraat;102;b;6041  WA;Westerleesche Veen             ;A.;van;Kuipers;productslo;IrawtSJZ;760417192
Eilertstraat;101;b;6887  RA;Blessum                        ;N.;van;Wal;cinaldice;hqyQ2ntd;660574780
Mispelstraat;57;I;7102  RG;Oostum                         ;E.;van der;Willems;kukaangaqr;CSIMr9Yu;139689291
Oudedijksepad;2;bis;3630  UO;Simpelveld                     ;R.R.;van der;Driessen;gremlinkinxx;iAY5G7ho;35336237
Arthur van Schendeldreef;105;;9791  WF;Sauwerd                        ;F.;;Post;enenuitlecs;xrV1kF1B;987276177
Tankweg;69;I;2273  HV;Eemten                         ;B.;;Heijden;rastoletzch;6ys8VWlx;535145858
Molenslop;33;b;9973  IF;Raam                           ;J.H.;de;Wolters;vadeivaga;O4kfciKv;532739401
Backershagen;95;;8592  SI;Winkelshoek                    ;S.;;Heijden;smanjujis;TIAzORYm;520169268
Pieter Verschoorstraat;18;a;8675  LL;Ubbergen                       ;F.N.;van de;Evers;rentenistuy;jTmDznfF;442816595
Jan Bijlensteechgen;110;bis;9895  UK;Heseveld                       ;R.E.;van de;Bruijn;ladybo0zt;VHNQE9os;227263595
Nico van der Valkpad;8;;6424  WZ;Veldhoven                      ;P.V.;;Verbeek;bromidofs;cIIp1sUU;24205771
Ebstroom;93;;2146  DS;Mussel                         ;L.;van de;Bosch;rankinurr;butZlrlE;453892036
Varkenoordschevliet;80;;3632  TZ;Oost-Zwaagdijk                 ;H.H.;van de;Willems;otepva;lIiV6xA1;745237162
Scherpenhoek;41;;3327  WC;Kraan                          ;C.I.;van;Vos;musicainbast;fnRUwfmI;479895
Paul van Ostaijensingel;91;;8689  ND;Lange Wijk                     ;R.W.;;Evers;panniscofd;Y68Yy2TJ;402262359
Mijnkintstraat;6;I;3455  DR;Franekeradeel                  ;J.I.;van;Verbeek;moossyidomisr;wmJRO5wa;485851404
Proveniersbrug;112;;7090  KP;Doldersum                      ;V.U.L.;van de;Vliet;mn1imn;NO6TmFTC;464055696
Narcissenstraat;124;;4254  SR;Laren                          ;I.D.;;Dongen;uppsagnaoq;4Lwz2TiZ;344391358
Pannekoeksloot;63;;5701  ZR;Emmadorp                       ;O.G.;;Evers;vrcnuoye;YpYwrRgY;132392756
Bolkruid;105;bis;2600  HN;Domwier                        ;B.;;Jansen;emudgegediadx;dZQ35mcR;146017845
Nieuwedijk;113;;9155  BS;Uilesprong                     ;E.C.;;Dongen;demandiks;bhKyWEa1;329274338
Bruinissestraat;149;;5578  KL;Bolberg                        ;V.O.H.;de;Janssen;galgueroic;qHzrARrz;365976568
Backershagen;47;bis;2313  CN;Hees, De                       ;F.B.;;Berg;amurallarln;hp6JgmHu;230829351
Borodinlaan;104;;3219  DB;Eursinge                       ;D.R.;de;Bruin;n1tr4yz;lxwpUJh6;779543361
Franciscastraat;142;b;7523  PU;Wormer                         ;O.G.O.;van de;Bosch;cire0621no;12DXGOX7;497006534
Josephlaan;101;bis;6846  UG;Dierdonk                       ;E.N.;;Heijden;yoyucc;vxy6oZEG;540168464
Poolvosweg;122;bis;7015  DC;Nieuwe Bildtdijk               ;K.;;Postma;defiisaunxv;oKpF78as;552349343
Blankaartstraat;96;;5104  NM;Baarderadeel                   ;U.;de;Bruijn;biasiswauo;FHRzq9Fq;950618767
Generaal van der Heijdenstraat;46;I;5989  OJ;Ittersum                       ;U.;;Smeets;adachimwarj;aioQ8lXC;527923217
Lauernessestraat;113;bis;8457  OF;Ebbenbroek                     ;I.;de;Velden;chemucarsom;SvHhumXT;443578370
Plein Loods 24;147;;5619  KG;Drijber                        ;O.U.;de;Gerritsen;ultralistecd;8nzduJGa;923179422
Hendrik van Winkelhofstraat;69;;1189  DJ;Wetsinge                       ;L.;van der;Smit;bofarragsms;qxJQGohQ;841063503
Aleidisstraat;44;;8929  DB;Herbaijum                      ;G.U.;van;Post;chariferrerwa;HGHO3EqV;904498621
Librijesteeg;129;;1901  EV;Hattem                         ;V.T.J.;;Dijk;husztez;a9cEvayC;9981135
Gang van de Remonstrantsche Kerk;1;I;3366  NT;Fransum                        ;S.;van der;Scholten;verenakd;y8Q4Rwdh;841837545
Gaagstraat;42;;4892  NS;Baalhoek                       ;U.;;Bosman;oljnicamibb;4W9KlqA3;489480603
Schoonderloostraat;111;;3632  TZ;Oost-Zwaagdijk                 ;Z.;van de;Post;bwffehy;7hQ9Wh57;518061851
Maria Stuartlaan;92;bis;6301  HL;IJmuiden                       ;K.;de;Ven;estelerthzm;qgLVrjxZ;142623647
Woensdrechtstraat;138;II;8690  GC;Aalden                         ;V.T.U.;;Wolters;kornstaticxlb;ro3iUgAY;193522664
Bergplein;135;II;1103  IB;Niedorp                        ;J.L.;;Berg;dovezilewo;cIIx0jAg;141420388
Doelsteeg;137;;1337  DR;Hartwerd                       ;C.;;Jonge;ht4serfc;BrpxItE9;185544733
Berkelselaan;8;I;4574  DH;Oss                            ;P.U.;van;Postma;binyomozavn;Jp5bJBba;882450414
Hoenderhoekstraat;39;;5984  BJ;Loo                            ;Z.J.Z.;van;Smits;jessieangeljh;1dtUu4SG;826254986
Jan Kruyffstraat;113;;9634  LL;Gortel                         ;S.P.T.;;Kramer;l2k3afve;MBeWVOcw;416135857
Meubelstraat;47;;2269  UI;Broekkant                      ;Z.;;Verbeek;gengerjn;gB4Y5I8O;476995772
Schommelstraat;86;;5531  ED;Stolpen                        ;R.;de;Groen;brumisw;8c1QOb2O;114012118
Ambonpad;97;b;6559  DT;Oosteinde                      ;I.C.;de;Horst;provenune;puITyBzl;995402243
Geluksklaver;44;;3230  IT;Basse                          ;L.M.;van;Horst;phykegm;dOh9DtET;356000631
Gong;43;b;1059  JN;Zand, 't                       ;C.;;Bosman;awistamg;6IS0q1Yx;516876326
Crooswijksedwarsstraat;57;a;6726  OO;Geloo                          ;C.;de;Bos;eigennaamco;cYo10qOy;74530604
Othelloweg;12;;3455  DR;Franekeradeel                  ;T.;van der;Linden;boirigaszf;Vxrt92Pm;265073868
Gooilandsingel;62;bis;1059  JN;Zand, 't                       ;K.O.;de;Bosman;kusagacd;Q7utA9nG;662723636
Papensteegje;53;;3219  DB;Eursinge                       ;I.W.;;Loon;missonoc;RfQhfOPs;715515871
Enk;140;;9641  VW;Heukelom                       ;W.;van;Jonker;fogytazl;NesWEhvz;697325301
Mauvelaan;29;a;8054  ZZ;Hoogezand-Sappemeer            ;K.;;Dijkstra;1pusp;OX4XZTjP;545283334
Nieuwe Noorden;13;II;9658  CM;Haaren                         ;D.I.;;Verhoeven;grijalabp;1NiBWFhN;669266292
Van Spilbergenstraat ;39;;8375  PT;Nieuwland                      ;S.;;Molenaar;reigueliomamepq;V86bWVDJ;567816552
Eeze;22;bis;9237  FZ;Woord                          ;M.;;Scholten;oriednehinilsvx;07GOnboc;575502745
Blitterswijkstraat;87;II;6559  DT;Oosteinde                      ;Z.S.;de;Jong;ngezizweil;9s09lsXl;925750554
Vallettastraat;121;a;1880  SV;Benzenrade                     ;A.;;Molenaar;mirapelpoblehq;ggWcVd1R;286021407
Kortenoordsehaven;78;;8165  GB;Velsen-Zuid                    ;N.;;Dam;valdingaslf;k63h2F1a;992177510
Bisschopsplaats;105;a;5688  WM;Haar, De                       ;H.D.;;Prins;bluedoorcomicsd;LGY0Rnl1;200818880
Valkstraat;6;;7350  NG;Schijndel                      ;V.;;Wijk;overspelesh;Pu9aX7vd;715852863
Schieplein;129;I;9937  MF;Noord-Kethel                   ;V.E.;;Groen;cerberusime;msqiFq01;892247678
Molensloot (Delfshaven);103;;8919  AB;Aijen                          ;I.;van;Leeuw;colectivolerlz;wbhxRhIC;410852302
Zadelmakerstraat;104;;1176  TA;Starting                       ;D.F.L.;;Mol;uc1embcg;YGLQ57QT;648428813
Van Golenstraat ;18;II;3150  UV;Kemp, De                       ;B.;;Molenaar;hlutlauszr;BZ4y6zMs;845884669
Wigstraat;0;;4808  AB;Zwaagwesteinde                 ;A.;van;Bakker;parabitasb;2cKGCTH0;113777875
Chopinlaan;72;;9341  BM;Hegge                          ;U.;;Sanders;zadderqs;6ZGWhozf;789959598
Kruisweg;28;I;2533  IV;Deuteren                       ;A.W.;;Kuipers;laullyneesebn;6l60sW44;955339169
Dintelhaven;119;;9594  GB;Oostflakkee                    ;E.T.;de;Schipper;afusavaim;W7C3GouH;429549313
Klaverbrug;75;a;3676  HV;Schoonenburg                   ;A.;;Kuijpers;dychaux;Aeod96me;953417050
Amazonehaven;48;;2120  VA;Hapert                         ;T.;;Boer;freedomclma;64bmsKBy;530997976
Gelderse Juffrouwenhaven;40;;9699  VT;Idaerd                         ;R.;van;Bosman;phillehpinone;7HHyDLCz;204133890
Wandeloordlaan;67;a;2106  FK;Zuidzijde                      ;F.;;Hermans;zurilomca;ReBxD7fd;355360718
Djeroekstraat;89;a;1075  PS;Hoogewaard                     ;T.B.;;Molenaar;pagalhaye;lDruJOIO;906886089
Goereesepad;126;bis;3514  AO;Tussenlanen                    ;Z.;;Smeets;ranred14un;RTbjENSK;214464192
Hargstraat;119;;6007  ED;Burdaard                       ;I.B.;;Meulen;budellerct;uzj9lVIc;471733337
Visvreugdstraat;92;;5578  KL;Bolberg                        ;M.D.;de;Mulder;yumahorsehh;akKNq12L;730831176
Blesstraat;64;;2995  KV;Andijk                         ;W.;;Boer;freangado;DtfnhYb0;602248863
Willem Hedaweg;120;bis;2641  IM;Boven-Veensloot                ;Z.;;Hoekstra;layout4thcq;Smtw0lhE;803827787
Scheurhaven;63;bis;1495  RM;Dearsum                        ;F.G.;de;Jonker;sweety50bx;VAMgwutG;192827595
